               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 151,            0.014347,           0.0035086,           0.0025898,             0.99751,             0.99866,             0.99432,             0.93856,           0.0063704,           0.0046493,           0.0025709,            0.007604,            0.007604,            0.007604
                 152,            0.014572,            0.003471,           0.0026372,              0.9975,              0.9987,             0.99432,             0.93974,           0.0063389,            0.004626,           0.0025616,           0.0075891,           0.0075891,           0.0075891
                 153,            0.014663,            0.003484,           0.0026353,             0.99746,             0.99872,             0.99432,             0.94057,           0.0063136,           0.0046148,           0.0025571,           0.0075742,           0.0075742,           0.0075742
                 154,            0.014564,            0.003473,           0.0026315,             0.99745,             0.99867,             0.99432,             0.94069,           0.0062819,           0.0046027,           0.0025522,           0.0075593,           0.0075593,           0.0075593
                 155,             0.01438,           0.0034228,           0.0026156,             0.99744,             0.99875,             0.99432,             0.94127,           0.0062614,             0.00459,           0.0025438,           0.0075444,           0.0075444,           0.0075444
                 156,            0.014584,           0.0034634,            0.002641,             0.99751,             0.99873,             0.99432,             0.94204,           0.0062359,           0.0045742,            0.002539,           0.0075294,           0.0075294,           0.0075294
                 157,             0.01458,           0.0034559,           0.0026556,             0.99753,             0.99867,             0.99432,             0.94203,           0.0062134,           0.0045601,            0.002537,           0.0075145,           0.0075145,           0.0075145
                 158,             0.01451,           0.0034517,           0.0026276,             0.99753,             0.99872,             0.99432,             0.94308,           0.0061927,           0.0045467,           0.0025352,           0.0074996,           0.0074996,           0.0074996
                 159,            0.014544,           0.0034592,           0.0026533,             0.99758,             0.99878,             0.99432,             0.94326,           0.0061688,           0.0045338,           0.0025355,           0.0074847,           0.0074847,           0.0074847
                 160,            0.014401,           0.0034666,           0.0025744,             0.99761,             0.99884,             0.99432,             0.94362,           0.0061412,           0.0045202,           0.0025288,           0.0074698,           0.0074698,           0.0074698
                 161,             0.01435,           0.0034256,           0.0025766,             0.99758,             0.99886,             0.99432,             0.94377,            0.006119,           0.0045089,           0.0025218,           0.0074549,           0.0074549,           0.0074549
                 162,            0.014641,           0.0035195,           0.0026781,             0.99759,             0.99884,             0.99432,             0.94417,           0.0061018,           0.0045013,           0.0025191,             0.00744,             0.00744,             0.00744
                 163,            0.014685,           0.0035179,           0.0026573,             0.99764,             0.99885,             0.99432,             0.94431,            0.006094,           0.0044967,           0.0025151,           0.0074251,           0.0074251,           0.0074251
                 164,            0.014433,           0.0035281,           0.0026055,             0.99765,             0.99886,             0.99432,             0.94416,           0.0060857,           0.0044942,            0.002508,           0.0074102,           0.0074102,           0.0074102
                 165,            0.014333,           0.0034803,            0.002547,             0.99762,             0.99886,             0.99432,             0.94467,           0.0060758,           0.0044886,           0.0024987,           0.0073953,           0.0073953,           0.0073953
                 166,            0.014345,           0.0034451,           0.0025977,             0.99763,             0.99886,             0.99432,             0.94508,           0.0060642,           0.0044817,           0.0024967,           0.0073804,           0.0073804,           0.0073804
                 167,             0.01444,           0.0034505,           0.0025818,             0.99765,             0.99881,             0.99432,             0.94541,           0.0060491,            0.004477,            0.002492,           0.0073655,           0.0073655,           0.0073655
                 168,            0.014516,           0.0034324,           0.0025761,             0.99766,             0.99882,             0.99432,             0.94622,           0.0060352,           0.0044701,           0.0024899,           0.0073506,           0.0073506,           0.0073506
                 169,            0.014183,           0.0033809,           0.0025446,             0.99762,             0.99884,             0.99432,             0.94676,           0.0060186,           0.0044603,           0.0024841,           0.0073357,           0.0073357,           0.0073357
                 170,            0.014132,           0.0034044,           0.0025146,             0.99757,             0.99885,             0.99432,              0.9469,           0.0060005,           0.0044517,           0.0024797,           0.0073208,           0.0073208,           0.0073208
                 171,            0.014257,           0.0034193,           0.0025406,             0.99753,             0.99883,             0.99432,             0.94714,           0.0059793,           0.0044414,           0.0024741,           0.0073058,           0.0073058,           0.0073058
                 172,            0.014098,           0.0034377,           0.0025179,             0.99752,             0.99881,             0.99432,             0.94732,            0.005959,            0.004433,            0.002468,           0.0072909,           0.0072909,           0.0072909
                 173,            0.013899,            0.003378,           0.0024725,             0.99756,             0.99877,             0.99432,             0.94746,           0.0059421,           0.0044229,           0.0024637,            0.007276,            0.007276,            0.007276
                 174,            0.014302,           0.0033924,           0.0025648,             0.99759,             0.99875,             0.99432,             0.94811,           0.0059225,           0.0044125,           0.0024622,           0.0072611,           0.0072611,           0.0072611
                 175,            0.014016,           0.0033523,            0.002515,             0.99764,             0.99866,             0.99432,             0.94857,           0.0059053,           0.0044028,           0.0024582,           0.0072462,           0.0072462,           0.0072462
                 176,            0.014248,           0.0033729,           0.0025408,             0.99763,             0.99867,             0.99432,             0.94912,           0.0058893,           0.0043949,           0.0024555,           0.0072313,           0.0072313,           0.0072313
                 177,             0.01404,           0.0033781,           0.0025103,             0.99765,             0.99866,             0.99432,             0.94972,            0.005873,           0.0043846,           0.0024524,           0.0072164,           0.0072164,           0.0072164
                 178,            0.014026,           0.0035192,           0.0027646,             0.99763,             0.99871,             0.99432,              0.9499,           0.0058672,           0.0043807,           0.0024471,           0.0072015,           0.0072015,           0.0072015
                 179,            0.015437,           0.0042102,           0.0055051,              0.9976,             0.99878,             0.99432,              0.9497,           0.0058895,           0.0043996,            0.002434,           0.0071866,           0.0071866,           0.0071866
                 180,            0.016469,           0.0047545,           0.0060134,              0.9975,             0.99875,             0.99432,             0.94764,           0.0059839,           0.0044621,           0.0023977,           0.0071717,           0.0071717,           0.0071717
                 181,            0.016279,           0.0044709,            0.003496,             0.99743,             0.99866,             0.99432,             0.94441,           0.0061062,           0.0045381,           0.0023667,           0.0071568,           0.0071568,           0.0071568
                 182,            0.015789,            0.004251,           0.0027467,             0.99744,             0.99856,             0.99432,             0.94178,           0.0062055,           0.0045979,           0.0023438,           0.0071419,           0.0071419,           0.0071419
                 183,            0.015267,           0.0040006,           0.0024288,             0.99741,             0.99859,             0.99432,              0.9403,           0.0062796,           0.0046427,           0.0023268,            0.007127,            0.007127,            0.007127
                 184,            0.015029,           0.0038566,           0.0024143,              0.9974,             0.99868,             0.99432,             0.93933,            0.006333,           0.0046742,           0.0023163,           0.0071121,           0.0071121,           0.0071121
                 185,            0.014604,           0.0037776,            0.002433,              0.9974,             0.99872,             0.99432,             0.93841,           0.0063734,           0.0046968,           0.0023094,           0.0070972,           0.0070972,           0.0070972
                 186,            0.014954,           0.0038008,            0.002446,             0.99738,             0.99872,             0.99432,             0.93828,           0.0064064,           0.0047175,           0.0023042,           0.0070822,           0.0070822,           0.0070822
                 187,            0.014671,           0.0036866,           0.0023973,              0.9974,             0.99872,             0.99432,             0.93794,           0.0064249,           0.0047277,           0.0023002,           0.0070673,           0.0070673,           0.0070673
                 188,            0.014572,           0.0036263,           0.0024178,             0.99743,             0.99875,             0.99432,             0.93787,           0.0064337,           0.0047324,           0.0022975,           0.0070524,           0.0070524,           0.0070524
                 189,            0.014207,           0.0035668,            0.002408,              0.9974,             0.99875,             0.99432,             0.93798,           0.0064357,           0.0047338,           0.0022947,           0.0070375,           0.0070375,           0.0070375
                 190,            0.014497,           0.0035499,           0.0024069,             0.99739,             0.99878,             0.99432,             0.93844,           0.0064354,           0.0047326,           0.0022932,           0.0070226,           0.0070226,           0.0070226
                 191,             0.01414,             0.00354,           0.0024079,             0.99741,             0.99878,             0.99432,             0.93852,           0.0064329,           0.0047302,           0.0022913,           0.0070077,           0.0070077,           0.0070077
                 192,            0.014162,           0.0035606,           0.0023761,              0.9974,              0.9988,             0.99432,             0.93839,           0.0064281,           0.0047279,           0.0022892,           0.0069928,           0.0069928,           0.0069928
                 193,            0.014047,           0.0034837,           0.0023689,             0.99742,             0.99879,             0.99432,             0.93872,            0.006421,           0.0047238,            0.002287,           0.0069779,           0.0069779,           0.0069779
                 194,            0.013786,           0.0034552,           0.0023157,             0.99745,             0.99876,             0.99431,              0.9389,           0.0064091,           0.0047156,           0.0022846,            0.006963,            0.006963,            0.006963
                 195,             0.01409,           0.0034508,           0.0024013,             0.99746,             0.99874,             0.99432,             0.93935,            0.006395,            0.004707,           0.0022838,           0.0069481,           0.0069481,           0.0069481
                 196,            0.014028,           0.0034787,           0.0023916,             0.99746,             0.99873,             0.99432,             0.93934,            0.006381,           0.0046983,           0.0022827,           0.0069332,           0.0069332,           0.0069332
                 197,            0.013795,           0.0034652,           0.0023428,              0.9975,             0.99867,             0.99431,              0.9399,           0.0063657,           0.0046899,           0.0022812,           0.0069183,           0.0069183,           0.0069183
                 198,            0.014046,           0.0034728,            0.002453,             0.99752,             0.99862,             0.99431,             0.93997,           0.0063494,           0.0046806,           0.0022801,           0.0069034,           0.0069034,           0.0069034
                 199,            0.013995,           0.0034422,           0.0024002,             0.99753,              0.9986,             0.99431,             0.94061,           0.0063341,           0.0046716,             0.00228,           0.0068885,           0.0068885,           0.0068885
                 200,            0.013511,           0.0034602,           0.0023493,             0.99755,             0.99858,             0.99431,             0.94086,            0.006317,            0.004661,           0.0022782,           0.0068736,           0.0068736,           0.0068736
                 201,            0.013652,           0.0034566,           0.0023427,             0.99757,             0.99858,             0.99431,             0.94152,           0.0063011,           0.0046513,           0.0022779,           0.0068586,           0.0068586,           0.0068586
                 202,            0.013976,           0.0034032,           0.0023795,             0.99759,             0.99857,             0.99431,             0.94165,           0.0062866,           0.0046428,           0.0022778,           0.0068437,           0.0068437,           0.0068437
                 203,            0.013732,           0.0034112,           0.0023287,             0.99759,              0.9986,             0.99431,             0.94166,           0.0062715,           0.0046334,           0.0022769,           0.0068288,           0.0068288,           0.0068288
                 204,            0.013808,           0.0033781,           0.0023521,             0.99759,             0.99864,             0.99431,             0.94216,           0.0062582,           0.0046248,            0.002276,           0.0068139,           0.0068139,           0.0068139
                 205,            0.013572,            0.003401,           0.0023087,             0.99759,             0.99864,             0.99431,              0.9424,           0.0062414,           0.0046145,           0.0022744,            0.006799,            0.006799,            0.006799
                 206,             0.01379,           0.0033642,            0.002349,             0.99758,             0.99864,             0.99431,             0.94258,           0.0062267,           0.0046055,            0.002274,           0.0067841,           0.0067841,           0.0067841
                 207,              0.0137,           0.0033662,           0.0023569,             0.99758,             0.99864,             0.99431,             0.94313,           0.0062102,           0.0045964,           0.0022736,           0.0067692,           0.0067692,           0.0067692
                 208,            0.013874,           0.0033993,           0.0023796,             0.99758,             0.99863,             0.99431,             0.94318,           0.0061933,           0.0045874,            0.002273,           0.0067543,           0.0067543,           0.0067543
                 209,            0.013696,           0.0033267,           0.0023912,              0.9976,             0.99862,             0.99431,             0.94376,           0.0061776,            0.004578,            0.002273,           0.0067394,           0.0067394,           0.0067394
                 210,            0.013736,           0.0033108,           0.0023877,              0.9976,             0.99863,             0.99431,              0.9443,           0.0061624,           0.0045687,           0.0022728,           0.0067245,           0.0067245,           0.0067245
                 211,            0.013478,           0.0033261,           0.0022955,             0.99757,             0.99862,             0.99431,             0.94434,           0.0061471,           0.0045603,           0.0022712,           0.0067096,           0.0067096,           0.0067096
                 212,            0.013649,           0.0033683,           0.0024059,             0.99757,             0.99863,             0.99431,             0.94447,           0.0061338,           0.0045533,           0.0022706,           0.0066947,           0.0066947,           0.0066947
                 213,            0.013869,           0.0033701,           0.0024092,             0.99757,             0.99863,             0.99431,             0.94486,           0.0061194,            0.004547,           0.0022697,           0.0066798,           0.0066798,           0.0066798
                 214,            0.013711,           0.0033266,           0.0023738,             0.99755,             0.99864,             0.99431,             0.94527,           0.0061058,             0.00454,            0.002269,           0.0066649,           0.0066649,           0.0066649
                 215,            0.013638,           0.0033959,           0.0024113,             0.99755,             0.99864,             0.99431,             0.94552,           0.0060942,           0.0045336,           0.0022676,           0.0066499,           0.0066499,           0.0066499
                 216,            0.013461,           0.0033865,           0.0022961,             0.99754,             0.99865,             0.99431,             0.94546,           0.0060828,            0.004527,           0.0022655,            0.006635,            0.006635,            0.006635
                 217,            0.013608,           0.0033274,             0.00231,             0.99754,             0.99865,             0.99431,             0.94571,           0.0060693,           0.0045197,           0.0022642,           0.0066201,           0.0066201,           0.0066201
                 218,            0.013146,           0.0032881,           0.0022737,             0.99757,             0.99864,             0.99431,             0.94605,           0.0060554,           0.0045118,           0.0022629,           0.0066052,           0.0066052,           0.0066052
                 219,            0.013278,           0.0032773,            0.002284,             0.99757,             0.99867,             0.99431,             0.94621,           0.0060418,           0.0045037,           0.0022616,           0.0065903,           0.0065903,           0.0065903
                 220,            0.013537,           0.0032521,           0.0023242,             0.99757,             0.99869,             0.99431,             0.94655,            0.006029,           0.0044965,           0.0022609,           0.0065754,           0.0065754,           0.0065754
                 221,            0.013351,           0.0032971,           0.0022956,             0.99757,              0.9987,             0.99431,             0.94676,           0.0060153,            0.004489,             0.00226,           0.0065605,           0.0065605,           0.0065605
                 222,            0.013214,           0.0033237,           0.0023263,             0.99757,             0.99872,             0.99431,             0.94685,            0.006003,            0.004482,           0.0022585,           0.0065456,           0.0065456,           0.0065456
                 223,            0.013708,           0.0033364,            0.002312,             0.99755,             0.99874,             0.99431,             0.94726,            0.005992,           0.0044764,            0.002257,           0.0065307,           0.0065307,           0.0065307
                 224,            0.013574,           0.0033162,           0.0023044,             0.99756,             0.99876,             0.99431,             0.94744,           0.0059796,             0.00447,           0.0022561,           0.0065158,           0.0065158,           0.0065158
                 225,            0.013214,           0.0032491,           0.0022765,             0.99756,             0.99875,             0.99431,              0.9477,           0.0059676,           0.0044639,           0.0022553,           0.0065009,           0.0065009,           0.0065009
                 226,            0.013198,           0.0032872,           0.0022503,             0.99754,             0.99878,             0.99431,               0.948,           0.0059562,           0.0044579,           0.0022538,            0.006486,            0.006486,            0.006486
                 227,            0.013276,           0.0032607,            0.002265,             0.99754,             0.99877,             0.99431,             0.94797,           0.0059452,           0.0044518,           0.0022528,           0.0064711,           0.0064711,           0.0064711
                 228,            0.012987,           0.0032541,            0.002236,             0.99753,             0.99877,             0.99431,              0.9482,            0.005934,           0.0044451,           0.0022515,           0.0064562,           0.0064562,           0.0064562
                 229,            0.013088,           0.0032275,           0.0022446,             0.99753,             0.99877,             0.99431,             0.94838,           0.0059222,           0.0044379,           0.0022501,           0.0064413,           0.0064413,           0.0064413
                 230,            0.013265,           0.0032043,           0.0022884,             0.99753,             0.99878,             0.99431,             0.94873,           0.0059115,           0.0044317,           0.0022491,           0.0064263,           0.0064263,           0.0064263
                 231,            0.013123,           0.0031635,           0.0022794,             0.99753,             0.99879,             0.99431,             0.94862,           0.0059011,           0.0044249,           0.0022483,           0.0064114,           0.0064114,           0.0064114
                 232,            0.013138,           0.0032045,            0.002261,             0.99752,             0.99878,             0.99431,             0.94891,           0.0058892,           0.0044181,           0.0022476,           0.0063965,           0.0063965,           0.0063965
                 233,            0.013121,           0.0032186,           0.0022992,             0.99752,             0.99877,             0.99431,             0.94943,           0.0058789,           0.0044119,           0.0022473,           0.0063816,           0.0063816,           0.0063816
                 234,            0.012965,           0.0031689,           0.0022251,             0.99751,             0.99876,             0.99431,             0.94957,           0.0058685,           0.0044054,            0.002246,           0.0063667,           0.0063667,           0.0063667
                 235,            0.012913,           0.0031315,           0.0022413,             0.99751,             0.99875,             0.99431,             0.94984,           0.0058579,           0.0043991,            0.002245,           0.0063518,           0.0063518,           0.0063518
                 236,            0.013271,           0.0031677,           0.0022864,              0.9975,             0.99874,             0.99431,              0.9499,           0.0058468,           0.0043923,           0.0022441,           0.0063369,           0.0063369,           0.0063369
                 237,            0.012832,           0.0031726,           0.0022293,             0.99752,             0.99871,             0.99431,             0.94997,           0.0058365,           0.0043859,           0.0022427,            0.006322,            0.006322,            0.006322
                 238,             0.01295,           0.0032006,            0.002286,             0.99752,             0.99869,             0.99431,             0.95005,           0.0058271,           0.0043798,           0.0022416,           0.0063071,           0.0063071,           0.0063071
                 239,            0.012991,           0.0031589,           0.0022288,             0.99751,             0.99867,             0.99431,             0.95049,           0.0058168,           0.0043737,             0.00224,           0.0062922,           0.0062922,           0.0062922
                 240,            0.012841,           0.0031891,           0.0022044,             0.99753,             0.99864,             0.99431,             0.95078,           0.0058058,           0.0043676,           0.0022384,           0.0062773,           0.0062773,           0.0062773
                 241,            0.012975,           0.0031877,           0.0022575,             0.99753,             0.99862,             0.99431,             0.95088,           0.0057961,            0.004362,           0.0022372,           0.0062624,           0.0062624,           0.0062624
                 242,            0.012642,           0.0031252,           0.0022234,             0.99753,              0.9986,             0.99431,             0.95088,           0.0057858,           0.0043563,           0.0022359,           0.0062475,           0.0062475,           0.0062475
                 243,            0.012891,           0.0031681,           0.0022247,             0.99752,             0.99859,             0.99431,             0.95126,           0.0057757,           0.0043507,           0.0022346,           0.0062326,           0.0062326,           0.0062326
                 244,            0.012879,           0.0031839,           0.0022205,             0.99752,             0.99859,             0.99431,             0.95144,           0.0057658,           0.0043448,            0.002233,           0.0062177,           0.0062177,           0.0062177
                 245,             0.01304,           0.0032501,           0.0024143,             0.99752,             0.99858,             0.99431,             0.95162,           0.0057567,           0.0043403,           0.0022319,           0.0062027,           0.0062027,           0.0062027
                 246,            0.012787,           0.0031945,           0.0022367,             0.99752,             0.99857,             0.99431,               0.952,           0.0057483,           0.0043358,           0.0022306,           0.0061878,           0.0061878,           0.0061878
                 247,            0.012667,           0.0031687,            0.002153,              0.9975,             0.99856,             0.99431,              0.9525,           0.0057397,           0.0043307,           0.0022288,           0.0061729,           0.0061729,           0.0061729
                 248,            0.012961,           0.0031475,           0.0022322,             0.99752,             0.99853,             0.99431,             0.95232,           0.0057306,           0.0043253,           0.0022277,            0.006158,            0.006158,            0.006158
                 249,            0.013033,           0.0031634,           0.0022231,             0.99758,             0.99848,             0.99431,             0.95258,           0.0057213,           0.0043203,           0.0022264,           0.0061431,           0.0061431,           0.0061431
                 250,            0.012808,           0.0030833,           0.0022572,             0.99757,             0.99847,             0.99432,             0.95259,           0.0057122,           0.0043146,           0.0022255,           0.0061282,           0.0061282,           0.0061282
                 251,            0.012893,            0.003089,            0.002223,             0.99757,             0.99846,             0.99432,             0.95292,           0.0057029,           0.0043094,            0.002224,           0.0061133,           0.0061133,           0.0061133
                 252,            0.012352,           0.0030686,            0.002133,             0.99756,             0.99845,             0.99432,             0.95303,           0.0056938,           0.0043039,           0.0022226,           0.0060984,           0.0060984,           0.0060984
                 253,            0.012824,           0.0031084,           0.0021866,             0.99756,             0.99844,             0.99432,             0.95334,           0.0056842,           0.0042987,           0.0022214,           0.0060835,           0.0060835,           0.0060835
                 254,            0.012597,           0.0030428,           0.0021774,             0.99756,             0.99843,             0.99432,             0.95354,           0.0056743,           0.0042928,             0.00222,           0.0060686,           0.0060686,           0.0060686
                 255,            0.012516,           0.0030667,           0.0021638,             0.99756,             0.99842,             0.99432,             0.95356,           0.0056655,           0.0042873,           0.0022185,           0.0060537,           0.0060537,           0.0060537
                 256,            0.012516,           0.0031284,           0.0021936,             0.99755,             0.99842,             0.99432,             0.95371,           0.0056565,           0.0042816,           0.0022171,           0.0060388,           0.0060388,           0.0060388
                 257,            0.012913,           0.0031043,           0.0021755,             0.99755,             0.99842,             0.99432,             0.95386,            0.005647,           0.0042763,           0.0022159,           0.0060239,           0.0060239,           0.0060239
                 258,            0.012378,            0.003059,           0.0021499,             0.99748,             0.99844,             0.99432,             0.95429,           0.0056381,           0.0042715,           0.0022145,            0.006009,            0.006009,            0.006009
                 259,            0.012496,           0.0030863,            0.002129,             0.99748,             0.99844,             0.99432,             0.95427,           0.0056284,           0.0042661,           0.0022128,           0.0059941,           0.0059941,           0.0059941
                 260,            0.012686,           0.0030552,           0.0021975,             0.99748,             0.99844,             0.99432,             0.95463,           0.0056191,           0.0042609,           0.0022117,           0.0059791,           0.0059791,           0.0059791
                 261,            0.012555,           0.0030363,             0.00219,             0.99747,             0.99844,             0.99432,             0.95479,           0.0056096,           0.0042553,           0.0022107,           0.0059642,           0.0059642,           0.0059642
                 262,            0.012532,           0.0030832,           0.0021488,             0.99747,             0.99844,             0.99432,             0.95537,           0.0056001,           0.0042499,           0.0022094,           0.0059493,           0.0059493,           0.0059493
                 263,            0.012367,           0.0030404,           0.0021234,             0.99744,             0.99845,             0.99432,             0.95532,           0.0055915,           0.0042444,           0.0022081,           0.0059344,           0.0059344,           0.0059344
                 264,            0.012281,           0.0030108,           0.0021482,             0.99744,             0.99846,             0.99432,             0.95553,           0.0055834,           0.0042393,           0.0022069,           0.0059195,           0.0059195,           0.0059195
                 265,            0.012594,           0.0030144,            0.002153,             0.99744,             0.99846,             0.99432,             0.95602,           0.0055742,           0.0042339,           0.0022056,           0.0059046,           0.0059046,           0.0059046
                 266,            0.012706,           0.0030275,           0.0021929,             0.99744,             0.99846,             0.99432,             0.95602,           0.0055655,           0.0042287,           0.0022045,           0.0058897,           0.0058897,           0.0058897
                 267,            0.012522,           0.0030502,           0.0021684,             0.99746,             0.99846,             0.99432,             0.95621,           0.0055571,           0.0042232,           0.0022033,           0.0058748,           0.0058748,           0.0058748
                 268,            0.012472,           0.0030709,           0.0021483,             0.99745,             0.99847,             0.99432,             0.95627,           0.0055489,            0.004218,            0.002202,           0.0058599,           0.0058599,           0.0058599
                 269,            0.012458,           0.0030598,           0.0021994,             0.99745,             0.99847,             0.99432,             0.95664,            0.005541,           0.0042133,           0.0022007,            0.005845,            0.005845,            0.005845
                 270,            0.012171,           0.0030378,            0.002185,             0.99745,             0.99847,             0.99432,             0.95683,           0.0055325,           0.0042078,           0.0021995,           0.0058301,           0.0058301,           0.0058301
                 271,            0.012394,           0.0030846,           0.0021198,             0.99744,             0.99848,             0.99432,             0.95704,            0.005525,           0.0042029,           0.0021983,           0.0058152,           0.0058152,           0.0058152
                 272,            0.012199,           0.0030089,           0.0020967,             0.99744,             0.99849,             0.99432,             0.95724,           0.0055163,           0.0041977,           0.0021969,           0.0058003,           0.0058003,           0.0058003
                 273,            0.012225,           0.0030188,           0.0021076,             0.99744,              0.9985,             0.99432,             0.95759,           0.0055082,           0.0041927,           0.0021955,           0.0057854,           0.0057854,           0.0057854
                 274,            0.012163,           0.0030206,           0.0021058,             0.99744,             0.99851,             0.99432,             0.95763,           0.0055008,           0.0041878,           0.0021941,           0.0057704,           0.0057704,           0.0057704
                 275,            0.012383,           0.0030226,           0.0020847,             0.99744,             0.99852,             0.99432,             0.95766,           0.0054938,           0.0041832,           0.0021926,           0.0057555,           0.0057555,           0.0057555
                 276,            0.012096,           0.0030199,           0.0021323,             0.99744,             0.99853,             0.99432,             0.95775,           0.0054871,            0.004179,           0.0021911,           0.0057406,           0.0057406,           0.0057406
                 277,            0.012231,           0.0029976,           0.0020945,             0.99744,             0.99854,             0.99432,             0.95805,           0.0054791,           0.0041743,           0.0021892,           0.0057257,           0.0057257,           0.0057257
                 278,            0.012186,           0.0030355,           0.0021086,             0.99744,             0.99855,             0.99432,              0.9582,           0.0054713,           0.0041694,           0.0021878,           0.0057108,           0.0057108,           0.0057108
                 279,            0.012268,           0.0029682,           0.0021128,             0.99744,             0.99855,             0.99432,             0.95824,            0.005463,           0.0041643,           0.0021865,           0.0056959,           0.0056959,           0.0056959
                 280,            0.012094,           0.0029762,           0.0020919,             0.99744,             0.99856,             0.99432,             0.95849,           0.0054553,           0.0041591,           0.0021851,            0.005681,            0.005681,            0.005681
                 281,            0.012214,             0.00301,           0.0021338,             0.99744,             0.99856,             0.99432,             0.95851,           0.0054471,           0.0041542,            0.002184,           0.0056661,           0.0056661,           0.0056661
                 282,            0.012323,           0.0030011,           0.0020984,             0.99744,             0.99857,             0.99432,             0.95873,           0.0054397,           0.0041492,           0.0021826,           0.0056512,           0.0056512,           0.0056512
                 283,             0.01208,            0.002947,           0.0020807,             0.99744,             0.99858,             0.99432,             0.95898,           0.0054319,           0.0041441,           0.0021813,           0.0056363,           0.0056363,           0.0056363
                 284,            0.012202,           0.0030469,           0.0021521,             0.99741,             0.99859,             0.99432,             0.95912,           0.0054246,           0.0041398,           0.0021798,           0.0056214,           0.0056214,           0.0056214
                 285,            0.012205,            0.003011,           0.0020793,             0.99743,             0.99858,             0.99432,             0.95926,            0.005417,           0.0041352,           0.0021785,           0.0056065,           0.0056065,           0.0056065
                 286,            0.012345,           0.0030104,           0.0021118,             0.99741,             0.99859,             0.99432,             0.95905,           0.0054091,           0.0041306,           0.0021772,           0.0055916,           0.0055916,           0.0055916
                 287,            0.011984,           0.0029995,           0.0020251,             0.99741,             0.99859,             0.99432,             0.95929,            0.005401,           0.0041258,           0.0021756,           0.0055767,           0.0055767,           0.0055767
                 288,            0.011792,           0.0029672,            0.002013,              0.9974,              0.9986,             0.99432,             0.95938,            0.005393,           0.0041211,           0.0021737,           0.0055618,           0.0055618,           0.0055618
                 289,            0.012037,           0.0029377,           0.0020649,              0.9974,             0.99861,             0.99432,             0.95966,           0.0053859,           0.0041163,           0.0021722,           0.0055468,           0.0055468,           0.0055468
                 290,            0.012267,           0.0029787,           0.0020808,              0.9974,             0.99861,             0.99432,             0.95961,           0.0053783,           0.0041115,           0.0021708,           0.0055319,           0.0055319,           0.0055319
                 291,            0.012262,           0.0030232,           0.0021141,             0.99742,              0.9986,             0.99432,             0.95991,            0.005371,           0.0041072,           0.0021697,            0.005517,            0.005517,            0.005517
                 292,            0.012026,           0.0029382,           0.0020625,             0.99742,              0.9986,             0.99432,             0.96006,           0.0053642,           0.0041026,           0.0021682,           0.0055021,           0.0055021,           0.0055021
                 293,            0.011887,           0.0029332,           0.0020437,             0.99742,              0.9986,             0.99432,             0.96021,           0.0053572,           0.0040979,           0.0021666,           0.0054872,           0.0054872,           0.0054872
                 294,            0.011895,           0.0029514,           0.0020296,             0.99741,              0.9986,             0.99432,             0.96044,           0.0053505,           0.0040934,           0.0021652,           0.0054723,           0.0054723,           0.0054723
                 295,            0.012182,           0.0029377,           0.0020836,             0.99741,             0.99861,             0.99432,             0.96054,           0.0053436,           0.0040886,           0.0021638,           0.0054574,           0.0054574,           0.0054574
                 296,            0.011879,           0.0030439,           0.0020805,             0.99743,              0.9986,             0.99432,             0.96073,           0.0053355,            0.004084,           0.0021624,           0.0054425,           0.0054425,           0.0054425
                 297,            0.011943,           0.0030016,           0.0021595,             0.99743,             0.99861,             0.99432,             0.96094,           0.0053286,           0.0040801,           0.0021607,           0.0054276,           0.0054276,           0.0054276
                 298,            0.012027,           0.0030793,           0.0020708,             0.99743,             0.99861,             0.99432,             0.96102,           0.0053216,           0.0040761,           0.0021587,           0.0054127,           0.0054127,           0.0054127
                 299,             0.01199,           0.0030324,           0.0021526,             0.99743,              0.9986,             0.99432,             0.96091,           0.0053167,           0.0040727,           0.0021565,           0.0053978,           0.0053978,           0.0053978
                 300,            0.012048,           0.0031238,            0.002206,             0.99743,              0.9986,             0.99432,             0.96101,           0.0053125,           0.0040696,           0.0021546,           0.0053829,           0.0053829,           0.0053829
                 301,            0.012152,           0.0031262,           0.0021227,             0.99743,              0.9986,             0.99432,             0.96108,           0.0053086,           0.0040668,           0.0021525,            0.005368,            0.005368,            0.005368
                 302,            0.011798,           0.0030326,           0.0019683,             0.99743,             0.99859,             0.99432,             0.96134,           0.0053032,           0.0040631,           0.0021503,           0.0053531,           0.0053531,           0.0053531
                 303,            0.011978,           0.0029269,           0.0020267,             0.99743,              0.9986,             0.99432,             0.96124,           0.0052978,           0.0040591,           0.0021487,           0.0053382,           0.0053382,           0.0053382
                 304,            0.011745,           0.0028855,           0.0019907,             0.99743,              0.9986,             0.99432,             0.96128,           0.0052913,           0.0040548,           0.0021471,           0.0053232,           0.0053232,           0.0053232
                 305,            0.011846,           0.0028866,           0.0019797,             0.99743,             0.99859,             0.99432,             0.96169,           0.0052841,           0.0040502,           0.0021453,           0.0053083,           0.0053083,           0.0053083
